,county,lead,state,totalpop,men,women,hispanic,white,black,native,asian,pacific,citizen,income,incomeerr,incomepercap,incomepercaperr,poverty,childpoverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment
452,Lake,Hillary Clinton,IL,702898.0,350658.0,352240.0,20.7,63.8,6.7,0.1,6.7,0.0,458405.0,78026.0,980.0,39299.0,443.0,9.6,13.9,41.9,15.3,25.5,6.0,11.3,77.3,7.9,4.3,3.0,1.4,6.1,29.7,338959.0,84.7,10.5,4.6,0.2,7.9
456,Denton,Donald Trump,TX,731851.0,360112.0,371739.0,18.8,62.1,8.7,0.3,7.3,0.1,482962.0,75050.0,1057.0,34914.0,368.0,8.8,10.1,43.9,14.6,26.6,6.4,8.5,80.9,9.3,1.0,1.2,1.3,6.2,28.1,387884.0,82.2,11.9,5.7,0.1,5.7
460,Will,Hillary Clinton,IL,683995.0,339609.0,344386.0,16.3,65.6,11.0,0.1,5.0,0.0,462776.0,76101.0,809.0,31310.0,329.0,7.9,11.2,36.4,15.8,25.3,8.6,13.9,83.9,6.2,3.9,0.7,1.2,4.0,32.6,333433.0,85.2,11.6,3.1,0.1,7.8
464,Jefferson,Hillary Clinton,AL,659026.0,311581.0,347445.0,3.8,51.0,42.2,0.2,1.6,0.0,490208.0,45610.0,910.0,27240.0,404.0,18.8,27.8,38.7,17.0,25.2,7.4,11.6,84.9,9.3,0.9,1.3,1.0,2.5,23.6,293202.0,80.9,14.4,4.6,0.2,9.1
468,Honolulu,Hillary Clinton,HI,984178.0,498129.0,486049.0,9.2,19.5,2.5,0.1,41.6,8.6,699237.0,74460.0,773.0,31041.0,229.0,9.7,12.8,35.8,21.2,25.1,9.1,8.8,64.0,14.7,8.4,5.2,4.0,3.7,28.2,455481.0,72.0,22.1,5.7,0.1,5.6
473,Delaware,Hillary Clinton,PA,561683.0,269512.0,292171.0,3.4,69.2,20.3,0.1,5.0,0.0,413106.0,65123.0,953.0,34064.0,449.0,10.6,14.6,41.9,17.2,25.1,6.7,9.1,73.7,7.1,10.4,3.8,1.0,4.0,28.3,269220.0,85.3,9.8,4.8,0.1,8.2
478,Polk,Donald Trump,FL,626676.0,307017.0,319659.0,19.2,62.5,14.6,0.2,1.6,0.0,449232.0,43162.0,880.0,21196.0,282.0,18.3,28.7,29.5,21.0,25.6,11.0,12.9,81.7,10.3,0.5,1.2,2.2,4.0,25.7,245853.0,82.6,12.0,5.3,0.1,10.6
484,Middlesex,Hillary Clinton,NJ,830300.0,408374.0,421926.0,19.6,46.1,9.2,0.1,23.2,0.0,531475.0,79593.0,1012.0,34674.0,328.0,8.8,11.5,44.2,14.0,24.3,6.2,11.2,73.1,8.4,9.5,2.9,2.3,3.8,32.9,402766.0,83.1,13.1,3.8,0.1,7.5
493,Salt Lake,Hillary Clinton,UT,1078958.0,541831.0,537127.0,17.6,72.8,1.5,0.6,3.6,1.5,695153.0,62117.0,560.0,27314.0,254.0,12.4,16.2,37.4,14.9,27.5,8.2,12.0,75.3,12.0,3.7,2.1,1.9,4.9,22.3,536170.0,82.1,13.3,4.5,0.1,5.8
503,Arapahoe,Hillary Clinton,CO,608310.0,299103.0,309207.0,18.7,62.2,9.9,0.3,5.3,0.2,411357.0,63265.0,942.0,34190.0,485.0,11.2,15.4,41.2,16.5,26.1,7.8,8.5,78.1,8.5,4.7,1.5,1.3,5.9,27.4,311498.0,82.6,11.6,5.6,0.2,7.2
525,District of Columbia,Hillary Clinton,DC,647484.0,306674.0,340810.0,10.2,35.6,48.0,0.2,3.6,0.0,485116.0,70848.0,843.0,47675.0,568.0,18.0,26.7,60.9,15.2,17.4,2.9,3.7,33.7,5.7,37.4,12.9,5.2,5.0,29.7,337815.0,70.0,25.4,4.4,0.1,9.6
529,San Francisco,Hillary Clinton,CA,840763.0,427909.0,412854.0,15.3,41.2,5.3,0.2,33.5,0.4,618670.0,81294.0,1099.0,52220.0,734.0,13.2,12.7,53.4,17.0,20.5,3.7,5.4,35.9,7.3,33.1,10.4,6.5,6.9,31.7,478373.0,79.9,11.3,8.7,0.1,6.8
534,Johnson,Donald Trump,KS,566814.0,277330.0,289484.0,7.3,81.0,4.4,0.3,4.4,0.0,398235.0,76113.0,939.0,40331.0,650.0,6.2,7.5,49.8,12.5,25.2,5.2,7.3,85.5,7.1,0.4,0.8,0.8,5.4,21.0,302532.0,83.8,10.9,5.2,0.1,4.5
538,Oklahoma,Donald Trump,OK,754480.0,369112.0,385368.0,16.1,57.9,14.6,2.6,3.2,0.1,509993.0,47437.0,488.0,27401.0,362.0,18.2,26.8,35.7,17.9,25.2,10.8,10.3,82.3,11.0,0.5,1.7,1.1,3.4,20.7,353043.0,78.6,15.1,6.1,0.2,6.0
541,Bernalillo,Hillary Clinton,NM,673943.0,330578.0,343365.0,48.7,40.4,2.5,3.9,2.2,0.1,476567.0,47725.0,789.0,26765.0,356.0,19.4,27.2,40.3,19.9,23.5,8.6,7.8,79.9,9.4,1.8,2.0,2.6,4.1,21.6,307756.0,74.0,20.1,5.6,0.2,8.4
549,Ramsey,Hillary Clinton,MN,527411.0,256288.0,271123.0,7.3,64.6,10.9,0.5,13.2,0.0,370661.0,56104.0,872.0,30333.0,374.0,16.5,24.3,43.1,17.2,23.0,5.2,11.5,74.2,9.4,6.3,2.9,2.0,5.1,23.4,266709.0,81.8,13.7,4.4,0.1,7.1
558,Chester,Hillary Clinton,PA,509797.0,250671.0,259126.0,7.0,80.9,5.8,0.1,4.5,0.0,365230.0,85976.0,1256.0,42556.0,535.0,7.1,8.6,48.8,13.5,22.8,7.4,7.6,80.0,6.7,2.8,3.3,0.9,6.3,27.7,260731.0,85.9,8.5,5.5,0.1,5.9
563,Plymouth,Hillary Clinton,MA,503681.0,245337.0,258344.0,3.5,82.9,8.6,0.1,1.3,0.0,372678.0,75459.0,1061.0,36163.0,512.0,8.2,11.4,38.3,19.3,25.0,8.1,9.3,81.2,7.1,5.1,1.8,0.9,3.9,32.5,252016.0,80.9,13.4,5.7,0.1,7.9
567,New Castle,Hillary Clinton,DE,549643.0,265915.0,283728.0,9.2,59.8,23.6,0.2,5.0,0.0,398536.0,65476.0,783.0,32894.0,435.0,11.4,15.4,42.6,17.3,24.6,6.9,8.7,80.0,8.3,4.3,2.3,1.0,4.1,25.5,268331.0,84.5,12.3,3.1,0.1,7.4
571,Fort Bend,Hillary Clinton,TX,658331.0,323468.0,334863.0,24.0,35.2,20.5,0.2,18.3,0.0,402025.0,89152.0,1584.0,35962.0,560.0,8.2,11.2,49.3,12.4,23.6,6.5,8.2,82.3,9.7,1.7,0.6,1.2,4.5,32.0,314534.0,81.7,12.5,5.7,0.2,5.1
575,Volusia,Donald Trump,FL,503719.0,245481.0,258238.0,12.1,73.9,10.3,0.3,1.7,0.0,396271.0,41117.0,718.0,24026.0,429.0,17.4,27.0,31.0,21.1,27.6,10.2,10.0,81.2,8.7,0.9,1.3,2.9,5.0,25.3,199287.0,81.8,12.1,5.9,0.2,9.1
581,Ocean,Donald Trump,NJ,583450.0,280258.0,303192.0,8.8,85.1,2.9,0.0,1.9,0.0,426551.0,61994.0,705.0,31200.0,344.0,11.3,20.0,34.5,18.5,27.4,10.7,8.9,82.5,7.5,2.1,1.6,1.6,4.7,30.9,246680.0,78.0,16.3,5.4,0.2,8.8
590,Ventura,Hillary Clinton,CA,840833.0,416484.0,424349.0,41.6,47.0,1.6,0.3,6.9,0.1,537621.0,77348.0,954.0,33435.0,416.0,11.1,16.1,37.2,17.1,24.2,11.3,10.2,77.1,12.6,1.3,1.9,1.7,5.5,25.8,398116.0,77.8,13.2,8.8,0.2,8.6
595,Guilford,Hillary Clinton,NC,506763.0,240753.0,266010.0,7.5,52.4,32.8,0.4,4.4,0.0,361928.0,45651.0,746.0,26762.0,420.0,17.6,25.1,37.1,16.8,26.0,6.7,13.4,82.0,9.1,1.3,1.6,1.0,5.0,21.3,236140.0,82.4,12.2,5.3,0.2,8.8
598,Summit,Hillary Clinton,OH,541847.0,262467.0,279380.0,1.8,78.6,14.2,0.2,2.6,0.0,412823.0,50765.0,662.0,28986.0,356.0,14.8,21.7,37.5,16.9,25.8,6.7,13.2,86.7,6.6,1.9,1.4,0.5,2.9,22.9,258416.0,84.2,11.2,4.5,0.1,8.4
603,Montgomery,Donald Trump,OH,533763.0,256680.0,277083.0,2.5,72.0,20.5,0.2,2.0,0.0,403568.0,43829.0,680.0,25734.0,346.0,18.6,28.6,35.6,19.2,24.6,6.5,14.1,82.7,8.3,2.3,2.4,1.2,3.1,21.4,236657.0,80.8,14.1,5.0,0.1,9.4
608,Morris,Donald Trump,NJ,498192.0,244074.0,254118.0,12.4,72.9,3.0,0.1,9.7,0.0,349407.0,100214.0,1277.0,49552.0,594.0,4.5,4.7,49.6,13.0,24.7,5.8,6.9,78.7,7.7,5.0,2.1,1.0,5.5,30.3,258862.0,82.8,11.8,5.3,0.1,6.3
617,Tulsa,Donald Trump,OK,623335.0,303789.0,319546.0,11.7,64.0,9.9,4.4,2.6,0.1,432516.0,49759.0,587.0,28350.0,314.0,15.7,23.5,36.4,16.6,25.8,9.3,11.8,82.6,10.0,0.7,1.3,1.5,3.8,19.4,302471.0,84.5,9.7,5.6,0.2,6.5
620,Davidson,Hillary Clinton,TN,658506.0,317582.0,340924.0,9.9,56.8,27.4,0.3,3.2,0.1,469669.0,48368.0,869.0,29589.0,372.0,18.2,29.7,39.8,16.7,25.8,7.0,10.7,79.8,10.1,2.3,2.0,1.2,4.6,23.8,341548.0,82.1,11.1,6.8,0.1,7.2
627,Bristol,Hillary Clinton,MA,552763.0,267650.0,285113.0,6.8,84.2,3.3,0.0,2.1,0.1,411475.0,56842.0,935.0,29607.0,343.0,12.7,17.4,34.4,18.9,24.8,9.3,12.6,82.1,9.0,2.5,2.3,0.9,3.1,27.6,269391.0,81.8,13.3,4.9,0.1,9.0
631,Anne Arundel,Hillary Clinton,MD,555280.0,274800.0,280480.0,6.9,70.7,15.5,0.1,3.5,0.1,408734.0,89860.0,1208.0,41706.0,565.0,5.9,6.7,46.0,15.2,23.9,7.8,7.2,80.3,7.9,3.5,2.2,1.4,4.8,29.7,284092.0,71.6,24.0,4.3,0.2,5.9
635,Providence,Hillary Clinton,RI,630459.0,305247.0,325212.0,20.3,64.0,7.8,0.4,4.0,0.1,442948.0,49743.0,837.0,27162.0,391.0,17.7,26.2,33.6,21.2,24.9,7.2,13.1,77.8,9.0,4.0,4.3,1.9,3.0,23.9,301318.0,84.6,11.3,4.1,0.1,9.5
640,Pasco,Donald Trump,FL,479288.0,232719.0,246569.0,13.1,77.7,4.7,0.3,2.3,0.1,363542.0,45064.0,745.0,24455.0,449.0,14.0,17.9,35.5,18.6,28.5,8.9,8.4,81.0,8.9,0.4,1.0,1.9,6.7,30.5,187556.0,81.2,13.3,5.3,0.2,9.4
646,Lancaster,Donald Trump,PA,530216.0,259423.0,270793.0,9.6,83.4,3.5,0.1,2.0,0.0,391398.0,57721.0,761.0,27158.0,300.0,10.7,15.6,32.8,16.4,23.3,10.4,17.0,79.3,9.0,1.3,3.6,1.9,4.9,22.9,259601.0,84.7,8.2,6.8,0.3,6.1
651,Waukesha,Donald Trump,WI,393873.0,193441.0,200432.0,4.5,89.6,1.4,0.1,2.9,0.0,296016.0,76545.0,848.0,38684.0,483.0,5.3,6.8,43.6,13.1,25.5,6.6,11.1,86.5,6.4,0.6,1.3,0.9,4.2,24.0,209461.0,87.4,8.3,4.2,0.1,4.2
658,Denver,Hillary Clinton,CO,649654.0,324730.0,324924.0,30.9,53.1,9.4,0.6,3.5,0.1,449814.0,53637.0,803.0,35218.0,421.0,17.3,26.1,44.6,17.6,22.3,7.5,8.1,70.3,8.5,6.8,4.5,3.4,6.5,24.8,348382.0,83.2,11.2,5.6,0.1,6.3
680,Washington,Hillary Clinton,OR,556210.0,273743.0,282467.0,16.2,68.2,1.8,0.4,9.2,0.4,370377.0,66754.0,739.0,32369.0,447.0,11.8,15.6,43.9,15.8,23.6,7.1,9.6,73.4,10.4,6.3,2.7,1.9,5.3,24.5,276371.0,84.4,9.6,5.9,0.1,7.6
684,Dakota,Hillary Clinton,MN,408456.0,200534.0,207922.0,6.4,80.8,5.1,0.2,4.6,0.0,290269.0,75567.0,820.0,36171.0,410.0,7.7,10.6,42.4,15.1,25.4,6.1,11.0,81.8,8.0,3.3,1.1,1.0,4.7,24.1,223989.0,83.8,11.9,4.2,0.1,5.0
693,Sarasota,Donald Trump,FL,392038.0,187242.0,204796.0,8.5,83.8,4.5,0.2,1.4,0.0,312850.0,51766.0,769.0,34479.0,574.0,11.0,16.9,34.2,22.8,26.9,9.0,7.1,82.9,7.1,0.8,1.0,2.4,5.8,22.6,155023.0,81.6,9.7,8.5,0.2,8.2
699,Polk,Hillary Clinton,IA,452369.0,222477.0,229892.0,7.9,79.5,6.1,0.2,3.9,0.1,317486.0,60061.0,876.0,31291.0,488.0,12.9,18.0,39.9,16.2,26.0,7.3,10.7,83.8,8.7,1.3,1.6,1.0,3.7,19.1,238720.0,83.2,12.3,4.4,0.1,5.8
709,Seminole,Donald Trump,FL,437346.0,211546.0,225800.0,18.8,64.0,10.8,0.1,4.1,0.1,324448.0,57010.0,1158.0,29162.0,627.0,12.1,15.8,42.6,15.8,28.8,6.1,6.8,83.2,7.4,0.6,0.8,1.8,6.1,26.9,210450.0,82.9,11.6,5.4,0.1,9.4
715,Camden,Hillary Clinton,NJ,511998.0,247370.0,264628.0,15.4,58.5,18.1,0.1,5.6,0.0,368801.0,62185.0,1097.0,30822.0,416.0,13.2,19.9,38.8,17.4,25.8,7.0,11.0,77.4,8.8,7.5,1.9,1.1,3.3,27.8,241708.0,82.0,13.8,4.0,0.1,10.2
724,Douglas,Hillary Clinton,NE,537655.0,264652.0,273003.0,11.8,71.0,11.1,0.4,3.1,0.0,369127.0,54659.0,661.0,29842.0,353.0,14.6,20.3,39.5,16.5,26.2,7.6,10.2,82.7,9.2,1.3,2.2,1.1,3.5,19.2,277349.0,84.8,10.8,4.2,0.1,5.7
728,Union,Hillary Clinton,NJ,548744.0,267263.0,281481.0,29.4,42.4,20.3,0.1,4.8,0.0,341636.0,69594.0,1178.0,35308.0,495.0,10.9,15.4,36.0,17.5,24.6,7.6,14.4,69.0,7.7,10.5,3.2,5.9,3.7,30.7,267803.0,82.6,13.4,3.9,0.1,9.8
737,San Mateo,Hillary Clinton,CA,748731.0,368416.0,380315.0,25.3,40.8,2.5,0.1,26.2,1.4,480863.0,93623.0,1412.0,48278.0,535.0,8.0,10.2,45.4,18.4,22.4,6.3,7.4,69.8,10.7,9.4,2.5,2.6,5.0,26.8,387006.0,79.8,11.7,8.3,0.2,6.7
742,Greenville,Donald Trump,SC,474903.0,230780.0,244123.0,8.6,69.5,18.0,0.2,2.1,0.1,340753.0,50540.0,597.0,27200.0,415.0,15.6,23.6,37.0,17.0,24.6,7.3,14.1,84.4,8.5,0.4,1.6,1.1,4.1,21.8,219810.0,85.0,9.6,5.3,0.1,7.6
749,El Paso,Hillary Clinton,TX,831095.0,406117.0,424978.0,81.3,13.3,3.1,0.3,1.0,0.1,478494.0,41637.0,545.0,18880.0,258.0,22.8,31.7,29.6,21.2,26.7,9.7,12.8,79.4,11.2,1.5,2.3,2.4,3.2,23.2,327744.0,73.9,20.0,6.0,0.1,8.4
753,Hillsborough,Donald Trump,NH,403972.0,200201.0,203771.0,5.9,86.5,2.1,0.1,3.6,0.0,298726.0,71244.0,998.0,35242.0,519.0,8.8,11.7,40.7,14.8,25.1,8.3,11.1,81.6,8.5,0.9,2.0,0.9,6.2,27.5,215215.0,82.8,11.3,5.8,0.1,5.9
758,Washoe,Hillary Clinton,NV,435019.0,218795.0,216224.0,23.3,64.5,2.2,1.3,5.2,0.6,302995.0,52870.0,1077.0,28757.0,459.0,15.2,20.2,33.2,21.4,26.5,7.8,11.1,77.6,11.4,2.1,2.7,2.2,3.9,21.5,207304.0,79.3,14.8,5.8,0.1,9.1
764,Baltimore city,Hillary Clinton,MD,622454.0,293366.0,329088.0,4.6,28.1,62.3,0.2,2.6,0.0,463218.0,42241.0,536.0,25707.0,342.0,23.7,34.2,40.5,20.8,23.1,5.6,10.0,60.2,9.2,18.6,6.7,2.1,3.1,30.5,270930.0,76.4,20.1,3.4,0.1,13.1
768,York,Donald Trump,PA,439660.0,217323.0,222337.0,6.4,85.0,5.2,0.1,1.3,0.0,333529.0,58269.0,741.0,28403.0,336.0,10.7,16.5,32.4,16.1,24.1,9.4,18.0,84.4,8.2,0.8,2.0,1.3,3.2,27.1,217393.0,84.1,11.1,4.7,0.1,7.3
773,Montgomery,Donald Trump,TX,502586.0,248919.0,253667.0,22.2,69.1,3.4,0.3,2.5,0.0,327669.0,68838.0,1533.0,34215.0,709.0,12.0,17.0,38.2,15.8,24.2,10.3,11.5,80.7,10.8,1.3,1.0,1.3,4.9,32.7,230258.0,80.4,11.7,7.8,0.1,6.1
777,Fresno,Hillary Clinton,CA,956749.0,477316.0,479433.0,51.6,31.2,4.7,0.5,9.6,0.1,559092.0,45233.0,692.0,20408.0,258.0,26.8,38.2,28.6,19.2,23.2,15.3,13.7,76.9,12.8,1.3,1.9,2.9,4.2,22.1,374564.0,75.4,17.8,6.7,0.2,13.2
782,Spokane,Donald Trump,WA,480832.0,238241.0,242591.0,5.1,85.7,1.7,1.3,2.3,0.4,359898.0,50079.0,692.0,26093.0,324.0,15.9,19.6,35.8,19.2,26.0,7.6,11.4,77.9,9.6,2.6,2.9,1.6,5.4,21.2,211522.0,78.4,15.5,6.0,0.2,8.4
789,Hudson,Hillary Clinton,NJ,662619.0,329204.0,333415.0,42.8,29.4,11.1,0.1,14.5,0.0,389269.0,59741.0,1178.0,33185.0,401.0,17.5,26.5,39.4,18.4,22.9,6.2,13.1,38.4,7.9,41.0,8.3,1.5,3.0,34.9,339606.0,84.7,10.9,4.4,0.1,9.3
798,Williamson,Donald Trump,TX,473592.0,232740.0,240852.0,23.8,62.1,6.2,0.2,5.4,0.0,316738.0,73750.0,1026.0,31876.0,403.0,7.5,9.5,45.4,14.6,24.9,7.4,7.7,80.6,9.4,0.7,0.9,1.4,6.9,27.2,233418.0,78.9,14.9,6.0,0.1,6.0
802,Lake,Hillary Clinton,IN,491596.0,237712.0,253884.0,17.7,54.8,24.4,0.2,1.3,0.0,355301.0,50135.0,639.0,24756.0,368.0,17.9,29.4,29.9,19.1,24.0,9.7,17.3,84.4,7.9,2.8,1.3,1.3,2.3,27.9,212423.0,85.3,11.0,3.5,0.2,10.5
805,Hampden,Hillary Clinton,MA,468041.0,225611.0,242430.0,22.7,65.4,7.8,0.1,2.1,0.0,345763.0,50461.0,855.0,26560.0,351.0,17.5,27.2,33.5,21.1,25.1,7.6,12.7,82.5,8.2,2.2,2.6,1.1,3.4,22.7,212742.0,79.5,15.1,5.2,0.1,10.0
809,St. Charles,Donald Trump,MO,374805.0,184139.0,190666.0,3.1,88.2,4.4,0.2,2.3,0.0,275353.0,72415.0,1141.0,32946.0,444.0,6.3,8.6,41.4,14.9,26.6,7.6,9.5,87.0,6.0,0.2,1.0,1.0,4.8,25.3,198960.0,87.1,8.6,4.1,0.1,5.1
827,Genesee,Hillary Clinton,MI,415874.0,200473.0,215401.0,3.2,72.5,20.3,0.4,1.0,0.0,313549.0,42327.0,575.0,22957.0,301.0,20.9,31.4,30.5,19.9,24.8,8.1,16.8,85.3,8.7,1.2,1.2,0.8,2.9,25.6,161750.0,83.7,11.4,4.7,0.1,13.2
833,Ada,Donald Trump,ID,417501.0,208879.0,208622.0,7.6,85.5,1.1,0.5,2.6,0.2,298836.0,56356.0,1082.0,28851.0,622.0,12.3,13.7,42.4,16.8,25.4,7.2,8.2,79.9,8.0,0.5,2.0,2.8,6.9,20.0,199955.0,77.2,15.8,6.9,0.1,6.6
841,Burlington,Hillary Clinton,NJ,450556.0,221673.0,228883.0,7.3,69.0,15.6,0.1,4.6,0.0,336610.0,78621.0,1237.0,37255.0,449.0,6.4,8.5,42.7,15.3,25.8,6.9,9.3,83.1,7.3,3.5,1.5,1.0,3.6,28.9,221766.0,77.4,18.2,4.2,0.1,8.5
850,Larimer,Hillary Clinton,CO,318227.0,158367.0,159860.0,10.9,83.5,0.8,0.4,2.0,0.1,243940.0,59805.0,1055.0,31304.0,446.0,13.7,12.3,42.6,17.3,23.4,8.2,8.4,75.1,8.5,1.2,2.8,5.2,7.2,22.6,164011.0,76.0,17.1,6.7,0.2,6.7
872,Kane,Hillary Clinton,IL,524886.0,261189.0,263697.0,31.2,58.2,5.3,0.1,3.7,0.0,323652.0,70696.0,1068.0,31056.0,464.0,11.4,17.6,33.7,16.5,25.2,7.7,16.8,79.9,10.1,2.7,1.5,1.0,4.8,29.1,255530.0,85.9,10.3,3.7,0.2,7.6
876,Onondaga,Hillary Clinton,NY,468304.0,226176.0,242128.0,4.5,77.8,10.6,0.6,3.5,0.0,349887.0,55092.0,657.0,29444.0,263.0,15.4,22.5,40.8,17.1,25.8,6.8,9.4,79.7,7.9,3.2,4.4,1.3,3.6,20.1,220774.0,78.3,16.8,4.8,0.1,7.2
880,Lucas,Hillary Clinton,OH,436261.0,211587.0,224674.0,6.5,70.1,18.5,0.2,1.6,0.0,328323.0,41777.0,636.0,24816.0,408.0,21.1,30.1,32.6,19.9,23.5,7.0,17.0,84.4,8.3,1.6,2.2,1.0,2.6,20.5,193466.0,82.9,12.2,4.7,0.2,11.1
885,Clark,Hillary Clinton,WA,444506.0,219826.0,224680.0,8.4,80.3,1.8,0.6,4.1,0.7,311662.0,60756.0,842.0,28801.0,335.0,11.2,14.4,34.9,17.3,24.7,9.1,14.0,78.8,9.2,2.4,1.8,1.5,6.3,25.3,201261.0,79.9,13.4,6.5,0.2,8.6
892,Passaic,Hillary Clinton,NJ,507574.0,247026.0,260548.0,39.1,43.3,11.0,0.1,5.2,0.0,324670.0,59739.0,1370.0,27643.0,403.0,16.7,25.3,32.0,17.6,24.8,7.5,18.1,71.1,11.4,9.3,3.2,2.1,2.9,26.8,229762.0,84.1,11.5,4.2,0.1,8.6
901,Washtenaw,Hillary Clinton,MI,354092.0,174855.0,179237.0,4.4,71.0,11.9,0.2,8.4,0.0,261626.0,61003.0,901.0,34738.0,460.0,15.4,14.8,51.3,16.2,20.0,4.4,8.1,72.6,7.7,5.4,6.2,2.5,5.6,23.4,176383.0,76.4,18.6,4.7,0.2,7.4
907,Anoka,Donald Trump,MN,338764.0,169586.0,169178.0,3.9,83.8,4.9,0.6,4.1,0.0,245735.0,70873.0,867.0,31775.0,446.0,7.7,10.4,36.7,15.4,25.1,8.5,14.3,82.1,8.5,3.4,1.1,0.9,4.0,28.1,181190.0,84.7,11.0,4.2,0.1,6.2
916,Douglas,Donald Trump,CO,306974.0,152339.0,154635.0,8.1,84.0,1.0,0.2,4.1,0.0,209369.0,102964.0,1796.0,45500.0,795.0,4.0,4.2,53.0,11.9,25.7,4.6,4.8,79.1,6.8,1.7,0.9,1.3,10.1,27.7,159911.0,82.9,11.9,5.1,0.1,4.1
938,Clackamas,Hillary Clinton,OR,389438.0,191639.0,197799.0,8.2,83.4,0.8,0.5,4.0,0.3,287833.0,65965.0,1014.0,34047.0,567.0,9.5,12.0,37.9,15.3,26.7,8.6,11.5,77.3,9.1,2.9,2.0,1.5,7.2,27.7,185660.0,80.9,11.1,7.8,0.2,8.3
942,Westmoreland,Donald Trump,PA,361251.0,176227.0,185024.0,1.0,94.3,2.3,0.1,0.8,0.0,290957.0,52247.0,551.0,29472.0,410.0,10.4,15.6,34.9,17.0,23.8,9.5,14.8,84.2,8.0,1.1,2.3,0.7,3.6,26.7,173533.0,85.4,9.3,5.2,0.1,5.6
960,Lane,Hillary Clinton,OR,357060.0,175470.0,181590.0,8.1,83.4,1.0,0.9,2.5,0.2,275884.0,44103.0,729.0,24960.0,470.0,20.1,22.2,34.5,20.6,24.7,8.3,11.9,70.4,10.3,3.2,5.0,5.3,5.8,19.8,158490.0,75.9,15.8,8.0,0.2,9.9
964,Sedgwick,Donald Trump,KS,506529.0,250929.0,255600.0,13.7,69.1,9.0,0.7,4.2,0.0,349651.0,50657.0,597.0,26016.0,314.0,15.1,21.7,34.9,16.8,24.0,10.2,14.1,85.4,8.4,0.5,1.2,1.4,3.1,18.4,239060.0,82.8,12.5,4.6,0.1,6.9
968,Loudoun,Hillary Clinton,VA,351129.0,173986.0,177143.0,13.2,59.3,7.2,0.2,16.1,0.1,213498.0,123453.0,1436.0,47495.0,606.0,4.0,4.0,56.4,12.9,20.8,4.6,5.3,78.3,8.8,3.5,1.7,1.0,6.8,33.0,186474.0,78.5,16.9,4.5,0.1,4.0
973,Knox,Donald Trump,TN,444348.0,215996.0,228352.0,3.8,83.1,9.0,0.2,2.0,0.0,337585.0,48701.0,1097.0,28337.0,394.0,16.0,20.7,39.7,17.1,26.1,7.3,9.8,84.9,7.8,0.8,1.4,1.0,4.1,21.6,215253.0,80.4,13.6,5.9,0.1,6.5
980,Rockingham,Donald Trump,NH,299006.0,147837.0,151169.0,2.5,93.5,0.7,0.1,1.8,0.0,230759.0,81198.0,1225.0,40469.0,727.0,5.5,7.3,42.4,13.5,25.1,9.1,9.9,84.1,6.2,0.9,1.7,1.0,6.2,30.0,166354.0,80.9,12.3,6.7,0.1,5.6
985,Manatee,Donald Trump,FL,343729.0,166067.0,177662.0,15.5,72.2,9.0,0.1,1.8,0.0,252486.0,49675.0,862.0,27958.0,432.0,15.2,25.5,33.2,20.9,26.7,9.7,9.4,79.3,9.7,0.9,1.5,2.0,6.7,24.5,140416.0,82.3,11.8,5.5,0.3,8.6
991,Boulder,Hillary Clinton,CO,310032.0,155795.0,154237.0,13.7,78.5,0.8,0.2,4.3,0.0,228765.0,70961.0,1552.0,39074.0,741.0,14.1,13.2,52.3,15.7,20.3,5.1,6.5,65.2,7.7,5.3,5.0,5.7,11.1,22.5,166701.0,78.0,13.4,8.5,0.2,6.1
1013,Berks,Donald Trump,PA,413965.0,203262.0,210703.0,18.2,74.7,4.1,0.1,1.4,0.0,305417.0,55936.0,756.0,27146.0,341.0,14.2,22.2,31.3,16.3,24.2,9.2,18.9,80.2,9.8,1.7,3.3,1.5,3.6,24.4,197703.0,85.8,9.1,5.0,0.1,9.0
1018,Charleston,Hillary Clinton,SC,372904.0,180654.0,192250.0,5.1,63.2,28.5,0.2,1.4,0.0,287243.0,53437.0,1055.0,32162.0,651.0,17.2,25.7,39.4,19.6,24.0,7.7,9.3,78.2,8.5,2.0,3.2,2.5,5.7,22.9,183111.0,76.1,17.7,6.0,0.2,7.7
1025,Chesterfield,Donald Trump,VA,328176.0,157960.0,170216.0,7.7,63.7,22.3,0.2,3.4,0.0,234210.0,72609.0,1175.0,33220.0,528.0,7.4,9.8,42.4,14.8,25.3,8.2,9.3,85.3,7.9,0.7,0.6,1.0,4.6,26.0,164842.0,76.8,18.3,4.8,0.1,6.8
1030,Adams,Hillary Clinton,CO,471206.0,237107.0,234099.0,38.6,52.1,3.0,0.5,3.7,0.1,295079.0,58946.0,1016.0,25039.0,288.0,13.8,19.1,29.5,18.7,24.5,13.4,13.9,77.6,12.0,3.7,1.2,1.2,4.4,28.8,229743.0,83.6,11.3,5.0,0.1,7.9
1052,Marion,Donald Trump,FL,336811.0,161696.0,175115.0,11.7,72.4,12.4,0.3,1.5,0.0,264487.0,39459.0,657.0,21675.0,388.0,18.4,31.3,27.4,23.9,28.3,9.7,10.7,80.7,10.1,0.2,1.4,1.9,5.7,25.2,115459.0,80.3,12.4,6.9,0.4,12.0
